antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
DEVICE_info_Unknown,DEVICE_type_Unknown,0.79936,0.76096,0.76092,0.9519115292233788,1.2509350415572158,1.0,0.15263901440000005,4.97083804370449,0.9997905666279409,0.9518638979234427,0.7988266784779905,0.9759294820212774
DEVICE_type_Unknown,DIST1_veryclose,0.76096,0.81402,0.57498,0.7555981917577798,0.9282305001815432,1.0,-0.04445665919999986,0.7609600000000005,-0.24440180824221966,0.57498,-0.31412952060555005,0.7309722365879634
DIST1_veryclose,DEVICE_type_Unknown,0.81402,0.76096,0.57498,0.706346281418147,0.9282305001815432,1.0,-0.04445665919999986,0.8140200000000003,-0.29365371858185224,0.57498,-0.2284710449374704,0.7309722365879634
"DEVICE_info_Unknown, DEVICE_type_Unknown",DIST2_q1,0.76092,1.0,0.76092,1.0,1.0,1.0,0.0,inf,0.0,0.76092,0.0,0.88046
"DEVICE_type_Unknown, DIST2_q1",DEVICE_info_Unknown,0.76096,0.79936,0.76092,0.9999474348191759,1.2509350415572158,1.0,0.15263901440000005,3816.975360010144,0.8391816402620066,0.9518638979234427,0.9997380124560203,0.9759294820212774
"DEVICE_info_Unknown, DIST2_q1",DEVICE_type_Unknown,0.79936,0.76096,0.76092,0.9519115292233788,1.2509350415572158,1.0,0.15263901440000005,4.97083804370449,0.9997905666279409,0.9518638979234427,0.7988266784779905,0.9759294820212774
DEVICE_type_Unknown,"DEVICE_info_Unknown, DIST2_q1",0.76096,0.79936,0.76092,0.9999474348191759,1.2509350415572158,1.0,0.15263901440000005,3816.975360010144,0.8391816402620066,0.9518638979234427,0.9997380124560203,0.9759294820212774
DEVICE_info_Unknown,"DEVICE_type_Unknown, DIST2_q1",0.79936,0.76096,0.76092,0.9519115292233788,1.2509350415572158,1.0,0.15263901440000005,4.97083804370449,0.9997905666279409,0.9518638979234427,0.7988266784779905,0.9759294820212774
DIST2_q1,"DEVICE_info_Unknown, DEVICE_type_Unknown",1.0,0.76092,0.76092,0.76092,1.0,1.0,0.0,1.0,0.0,0.76092,0.0,0.88046
"DEVICE_type_Unknown, DIST1_veryclose",DIST2_q1,0.57498,1.0,0.57498,1.0,1.0,1.0,0.0,inf,0.0,0.57498,0.0,0.78749
"DEVICE_type_Unknown, DIST2_q1",DIST1_veryclose,0.76096,0.81402,0.57498,0.7555981917577798,0.9282305001815432,1.0,-0.04445665919999986,0.7609600000000005,-0.24440180824221966,0.57498,-0.31412952060555005,0.7309722365879634
"DIST1_veryclose, DIST2_q1",DEVICE_type_Unknown,0.81402,0.76096,0.57498,0.706346281418147,0.9282305001815432,1.0,-0.04445665919999986,0.8140200000000003,-0.29365371858185224,0.57498,-0.2284710449374704,0.7309722365879634
DEVICE_type_Unknown,"DIST1_veryclose, DIST2_q1",0.76096,0.81402,0.57498,0.7555981917577798,0.9282305001815432,1.0,-0.04445665919999986,0.7609600000000005,-0.24440180824221966,0.57498,-0.31412952060555005,0.7309722365879634
DIST1_veryclose,"DEVICE_type_Unknown, DIST2_q1",0.81402,0.76096,0.57498,0.706346281418147,0.9282305001815432,1.0,-0.04445665919999986,0.8140200000000003,-0.29365371858185224,0.57498,-0.2284710449374704,0.7309722365879634
DIST2_q1,"DEVICE_type_Unknown, DIST1_veryclose",1.0,0.57498,0.57498,0.57498,1.0,1.0,0.0,1.0,0.0,0.57498,0.0,0.78749
"DEVICE_info_Unknown, DEVICE_type_Unknown",DIST1_veryclose,0.76092,0.81402,0.57494,0.7555853440571939,0.9282147171533794,1.0,-0.044464098399999985,0.76092,-0.244414655942806,0.57494,-0.31419860169268765,0.7309412433167717
"DEVICE_type_Unknown, DIST1_veryclose",DEVICE_info_Unknown,0.57498,0.79936,0.57494,0.9999304323628647,1.2509137714707577,1.0,0.11532398719999998,2884.0996799968134,0.471941053467326,0.719214410808106,0.9996532713460163,0.8595904163415604
"DEVICE_info_Unknown, DIST1_veryclose",DEVICE_type_Unknown,0.61338,0.76096,0.57494,0.9373308552610127,1.2317741474729456,1.0,0.10818235520000002,3.8143172528615983,0.4866868263935119,0.719214410808106,0.737829883120033,0.8464382409189841
DEVICE_type_Unknown,"DEVICE_info_Unknown, DIST1_veryclose",0.76096,0.61338,0.57494,0.7555456265769555,1.2317741474729456,1.0,0.10818235520000002,1.5815630319320504,0.7871605623337498,0.719214410808106,0.36771410319423575,0.8464382409189841
DEVICE_info_Unknown,"DEVICE_type_Unknown, DIST1_veryclose",0.79936,0.57498,0.57494,0.7192504003202562,1.2509137714707574,1.0,0.11532398719999998,1.5138757116121557,0.999722819700373,0.719214410808106,0.3394437916339377,0.8595904163415604
DIST1_veryclose,"DEVICE_info_Unknown, DEVICE_type_Unknown",0.81402,0.76092,0.57494,0.7062971425763496,0.9282147171533796,1.0,-0.044464098399999985,0.8140200000000001,-0.29370285742365043,0.57494,-0.22847104493747064,0.7309412433167717
DEVICE_type_Unknown,PROD_W,0.76096,0.74328,0.74328,0.976766190075694,1.314129520605551,1.0,0.1776736512,11.049414660633541,0.9999999999999999,0.976766190075694,0.9094974683534356,0.9883830950378469
PROD_W,DEVICE_type_Unknown,0.74328,0.76096,0.74328,1.0,1.314129520605551,1.0,0.1776736512,inf,0.9311311935182301,0.976766190075694,1.0,0.9883830950378469
PROD_W,DEVICE_info_Unknown,0.74328,0.79936,0.74328,1.0,1.2510008006405124,1.0,0.14913169920000002,inf,0.7815518853225306,0.9298438751000802,1.0,0.9649219375500401
DEVICE_info_Unknown,PROD_W,0.79936,0.74328,0.74328,0.9298438751000802,1.2510008006405124,1.0,0.14913169920000002,3.659267104136951,0.9999999999999998,0.9298438751000802,0.7267212336400753,0.9649219375500401
PROD_W,DIST2_q1,0.74328,1.0,0.74328,1.0,1.0,1.0,0.0,inf,0.0,0.7432800000000002,0.0,0.87164
DIST2_q1,PROD_W,1.0,0.74328,0.74328,0.74328,1.0,1.0,0.0,1.0,0.0,0.7432800000000002,0.0,0.87164
PROD_W,DIST1_veryclose,0.74328,0.81402,0.5573,0.7497847379184156,0.9210888404688038,1.0,-0.04774478559999995,0.7432799999999999,-0.2502152620815841,0.5573,-0.34538800990205587,0.7172058256310341
DIST1_veryclose,PROD_W,0.81402,0.74328,0.5573,0.6846269133436526,0.9210888404688038,1.0,-0.04774478559999995,0.81402,-0.31537308665634717,0.5573,-0.2284710449374708,0.7172058256310341
"DEVICE_type_Unknown, PROD_W",DEVICE_info_Unknown,0.74328,0.79936,0.74328,1.0,1.2510008006405124,1.0,0.14913169920000002,inf,0.7815518853225306,0.9298438751000802,1.0,0.9649219375500401
"DEVICE_info_Unknown, DEVICE_type_Unknown",PROD_W,0.76092,0.74328,0.74328,0.976817536666141,1.3141986016926877,1.0,0.17770338239999994,11.073887891156474,0.9999999999999999,0.9768175366661411,0.9096974784439896,0.9884087683330705
"DEVICE_info_Unknown, PROD_W",DEVICE_type_Unknown,0.74328,0.76096,0.74328,1.0,1.314129520605551,1.0,0.1776736512,inf,0.9311311935182301,0.976766190075694,1.0,0.9883830950378469
DEVICE_type_Unknown,"DEVICE_info_Unknown, PROD_W",0.76096,0.74328,0.74328,0.976766190075694,1.314129520605551,1.0,0.1776736512,11.049414660633541,0.9999999999999999,0.976766190075694,0.9094974683534356,0.9883830950378469
PROD_W,"DEVICE_info_Unknown, DEVICE_type_Unknown",0.74328,0.76092,0.74328,1.0,1.3141986016926877,1.0,0.17770338239999994,inf,0.9312870052976003,0.9768175366661411,1.0,0.9884087683330705
DEVICE_info_Unknown,"DEVICE_type_Unknown, PROD_W",0.79936,0.74328,0.74328,0.9298438751000802,1.2510008006405124,1.0,0.14913169920000002,3.659267104136951,0.9999999999999998,0.9298438751000802,0.7267212336400753,0.9649219375500401
"DEVICE_type_Unknown, PROD_W",DIST2_q1,0.74328,1.0,0.74328,1.0,1.0,1.0,0.0,inf,0.0,0.7432800000000002,0.0,0.87164
"DEVICE_type_Unknown, DIST2_q1",PROD_W,0.76096,0.74328,0.74328,0.976766190075694,1.314129520605551,1.0,0.1776736512,11.049414660633541,0.9999999999999999,0.976766190075694,0.9094974683534356,0.9883830950378469
"DIST2_q1, PROD_W",DEVICE_type_Unknown,0.74328,0.76096,0.74328,1.0,1.314129520605551,1.0,0.1776736512,inf,0.9311311935182301,0.976766190075694,1.0,0.9883830950378469
DEVICE_type_Unknown,"DIST2_q1, PROD_W",0.76096,0.74328,0.74328,0.976766190075694,1.314129520605551,1.0,0.1776736512,11.049414660633541,0.9999999999999999,0.976766190075694,0.9094974683534356,0.9883830950378469
PROD_W,"DEVICE_type_Unknown, DIST2_q1",0.74328,0.76096,0.74328,1.0,1.314129520605551,1.0,0.1776736512,inf,0.9311311935182301,0.976766190075694,1.0,0.9883830950378469
DIST2_q1,"DEVICE_type_Unknown, PROD_W",1.0,0.74328,0.74328,0.74328,1.0,1.0,0.0,1.0,0.0,0.7432800000000002,0.0,0.87164
"DEVICE_type_Unknown, PROD_W",DIST1_veryclose,0.74328,0.81402,0.5573,0.7497847379184156,0.9210888404688038,1.0,-0.04774478559999995,0.7432799999999999,-0.2502152620815841,0.5573,-0.34538800990205587,0.7172058256310341
"DEVICE_type_Unknown, DIST1_veryclose",PROD_W,0.57498,0.74328,0.5573,0.9692511043862395,1.3040188144255724,1.0,0.12992886559999994,8.348917737556558,0.5485386541757444,0.7323643818334735,0.8802239965185397,0.8595179211523276
"DIST1_veryclose, PROD_W",DEVICE_type_Unknown,0.5573,0.76096,0.5573,1.0,1.314129520605551,1.0,0.13321699200000003,inf,0.5399593404111137,0.7323643818334735,1.0,0.8661821909167368
DEVICE_type_Unknown,"DIST1_veryclose, PROD_W",0.76096,0.5573,0.5573,0.7323643818334735,1.3141295206055508,1.0,0.13321699200000003,1.6541146616910538,1.0,0.7323643818334735,0.39544698855539534,0.8661821909167368
PROD_W,"DEVICE_type_Unknown, DIST1_veryclose",0.74328,0.57498,0.5573,0.7497847379184156,1.3040188144255722,1.0,0.12992886559999994,1.698617408323475,0.9081485618486091,0.7323643818334735,0.4112859110592809,0.8595179211523276
DIST1_veryclose,"DEVICE_type_Unknown, PROD_W",0.81402,0.74328,0.5573,0.6846269133436526,0.9210888404688038,1.0,-0.04774478559999995,0.81402,-0.31537308665634717,0.5573,-0.2284710449374708,0.7172058256310341
"DEVICE_info_Unknown, PROD_W",DIST2_q1,0.74328,1.0,0.74328,1.0,1.0,1.0,0.0,inf,0.0,0.7432800000000002,0.0,0.87164
"DIST2_q1, PROD_W",DEVICE_info_Unknown,0.74328,0.79936,0.74328,1.0,1.2510008006405124,1.0,0.14913169920000002,inf,0.7815518853225306,0.9298438751000802,1.0,0.9649219375500401
"DEVICE_info_Unknown, DIST2_q1",PROD_W,0.79936,0.74328,0.74328,0.9298438751000802,1.2510008006405124,1.0,0.14913169920000002,3.659267104136951,0.9999999999999998,0.9298438751000802,0.7267212336400753,0.9649219375500401
PROD_W,"DEVICE_info_Unknown, DIST2_q1",0.74328,0.79936,0.74328,1.0,1.2510008006405124,1.0,0.14913169920000002,inf,0.7815518853225306,0.9298438751000802,1.0,0.9649219375500401
DEVICE_info_Unknown,"DIST2_q1, PROD_W",0.79936,0.74328,0.74328,0.9298438751000802,1.2510008006405124,1.0,0.14913169920000002,3.659267104136951,0.9999999999999998,0.9298438751000802,0.7267212336400753,0.9649219375500401
DIST2_q1,"DEVICE_info_Unknown, PROD_W",1.0,0.74328,0.74328,0.74328,1.0,1.0,0.0,1.0,0.0,0.7432800000000002,0.0,0.87164
"DEVICE_info_Unknown, PROD_W",DIST1_veryclose,0.74328,0.81402,0.5573,0.7497847379184156,0.9210888404688038,1.0,-0.04774478559999995,0.7432799999999999,-0.2502152620815841,0.5573,-0.34538800990205587,0.7172058256310341
"DIST1_veryclose, PROD_W",DEVICE_info_Unknown,0.5573,0.79936,0.5573,1.0,1.2510008006405124,1.0,0.111816672,inf,0.4532188841201717,0.6971827461969576,1.0,0.8485913730984789
"DEVICE_info_Unknown, DIST1_veryclose",PROD_W,0.61338,0.74328,0.5573,0.908572173856337,1.2223821088369617,1.0,0.10138691359999996,2.8078978887303854,0.47055299610477547,0.6971827461969574,0.6438616931144322,0.8291784558873763
PROD_W,"DEVICE_info_Unknown, DIST1_veryclose",0.74328,0.61338,0.5573,0.7497847379184156,1.2223821088369617,1.0,0.10138691359999996,1.5451495515646838,0.7086522255921951,0.6971827461969574,0.35281345486114424,0.8291784558873763
DEVICE_info_Unknown,"DIST1_veryclose, PROD_W",0.79936,0.5573,0.5573,0.6971827461969576,1.2510008006405124,1.0,0.111816672,1.4619378335949766,0.9999999999999999,0.6971827461969576,0.3159763862592221,0.8485913730984789
DIST1_veryclose,"DEVICE_info_Unknown, PROD_W",0.81402,0.74328,0.5573,0.6846269133436526,0.9210888404688038,1.0,-0.04774478559999995,0.81402,-0.31537308665634717,0.5573,-0.2284710449374708,0.7172058256310341
"DIST1_veryclose, PROD_W",DIST2_q1,0.5573,1.0,0.5573,1.0,1.0,1.0,0.0,inf,0.0,0.5573,0.0,0.7786500000000001
"DIST1_veryclose, DIST2_q1",PROD_W,0.81402,0.74328,0.5573,0.6846269133436526,0.9210888404688038,1.0,-0.04774478559999995,0.81402,-0.31537308665634717,0.5573,-0.2284710449374708,0.7172058256310341
"DIST2_q1, PROD_W",DIST1_veryclose,0.74328,0.81402,0.5573,0.7497847379184156,0.9210888404688038,1.0,-0.04774478559999995,0.7432799999999999,-0.2502152620815841,0.5573,-0.34538800990205587,0.7172058256310341
DIST1_veryclose,"DIST2_q1, PROD_W",0.81402,0.74328,0.5573,0.6846269133436526,0.9210888404688038,1.0,-0.04774478559999995,0.81402,-0.31537308665634717,0.5573,-0.2284710449374708,0.7172058256310341
PROD_W,"DIST1_veryclose, DIST2_q1",0.74328,0.81402,0.5573,0.7497847379184156,0.9210888404688038,1.0,-0.04774478559999995,0.7432799999999999,-0.2502152620815841,0.5573,-0.34538800990205587,0.7172058256310341
DIST2_q1,"DIST1_veryclose, PROD_W",1.0,0.5573,0.5573,0.5573,1.0,1.0,0.0,1.0,0.0,0.5573,0.0,0.7786500000000001
CARD_type_debit,DIST2_q1,0.7431,1.0,0.7431,1.0,1.0,1.0,0.0,inf,0.0,0.7431,0.0,0.87155
DIST2_q1,CARD_type_debit,1.0,0.7431,0.7431,0.7431,1.0,1.0,0.0,1.0,0.0,0.7431,0.0,0.87155
CARD_type_debit,DEVICE_info_Unknown,0.7431,0.79936,0.65056,0.8754676355806756,1.0952107130462816,1.0,0.05655558400000005,1.6111474389453224,0.3383950722000961,0.7294091265836978,0.3793243400153293,0.8446593582226838
DEVICE_info_Unknown,CARD_type_debit,0.79936,0.7431,0.65056,0.8138510808646918,1.0952107130462816,1.0,0.05655558400000005,1.3800778494623662,0.4332819679436038,0.7294091265836978,0.2754031952693337,0.8446593582226838
DEVICE_type_Unknown,CARD_type_debit,0.76096,0.7431,0.6286,0.8260618166526493,1.1116428699403167,1.0,0.06313062400000014,1.476961498942279,0.42014105845377564,0.7180225253009848,0.3229342804696354,0.8359887874812164
CARD_type_debit,DEVICE_type_Unknown,0.7431,0.76096,0.6286,0.8459157583097834,1.1116428699403167,1.0,0.06313062400000014,1.551359161572053,0.39093234181701253,0.7180225253009848,0.35540394205900017,0.8359887874812164
CARD_type_debit,PROD_W,0.7431,0.74328,0.61922,0.8332929619162966,1.121102359697956,1.0,0.06688863199999995,1.539946980949306,0.420477958124819,0.7140781401356151,0.3506269940647266,0.8331920627039238
PROD_W,CARD_type_debit,0.74328,0.7431,0.61922,0.8330911634915509,1.1211023596979557,1.0,0.06688863199999995,1.5391635660164429,0.42077277750960584,0.7140781401356151,0.35029647135675707,0.8331920627039238
CARD_type_debit,DIST1_veryclose,0.7431,0.81402,0.58588,0.7884268604494684,0.968559569113128,1.0,-0.019018262000000008,0.8790340796336344,-0.11218172854620657,0.603228862073226,-0.1376123214890394,0.7540817381287168
DIST1_veryclose,CARD_type_debit,0.81402,0.7431,0.58588,0.7197366158079653,0.9685595691131279,1.0,-0.019018262000000008,0.9166377575173137,-0.1486031305942921,0.603228862073226,-0.09094349627105743,0.7540817381287168
"CARD_type_debit, DEVICE_info_Unknown",DIST2_q1,0.65056,1.0,0.65056,1.0,1.0,1.0,0.0,inf,0.0,0.65056,0.0,0.82528
"CARD_type_debit, DIST2_q1",DEVICE_info_Unknown,0.7431,0.79936,0.65056,0.8754676355806756,1.0952107130462816,1.0,0.05655558400000005,1.6111474389453224,0.3383950722000961,0.7294091265836978,0.3793243400153293,0.8446593582226838
"DEVICE_info_Unknown, DIST2_q1",CARD_type_debit,0.79936,0.7431,0.65056,0.8138510808646918,1.0952107130462816,1.0,0.05655558400000005,1.3800778494623662,0.4332819679436038,0.7294091265836978,0.2754031952693337,0.8446593582226838
CARD_type_debit,"DEVICE_info_Unknown, DIST2_q1",0.7431,0.79936,0.65056,0.8754676355806756,1.0952107130462816,1.0,0.05655558400000005,1.6111474389453224,0.3383950722000961,0.7294091265836978,0.3793243400153293,0.8446593582226838
DEVICE_info_Unknown,"CARD_type_debit, DIST2_q1",0.79936,0.7431,0.65056,0.8138510808646918,1.0952107130462816,1.0,0.05655558400000005,1.3800778494623662,0.4332819679436038,0.7294091265836978,0.2754031952693337,0.8446593582226838
DIST2_q1,"CARD_type_debit, DEVICE_info_Unknown",1.0,0.65056,0.65056,0.65056,1.0,1.0,0.0,1.0,0.0,0.65056,0.0,0.82528
"CARD_type_debit, DEVICE_type_Unknown",DEVICE_info_Unknown,0.6286,0.79936,0.6286,1.0,1.2510008006405124,1.0,0.12612230400000002,inf,0.540226171243942,0.7863791032826261,1.0,0.8931895516413131
"DEVICE_info_Unknown, DEVICE_type_Unknown",CARD_type_debit,0.76092,0.7431,0.6286,0.8261052410240236,1.111701306720527,1.0,0.06316034800000003,1.477330320435309,0.420268548792218,0.7180553334399488,0.3231033126664991,0.8360104996669036
"CARD_type_debit, DEVICE_info_Unknown",DEVICE_type_Unknown,0.65056,0.76096,0.6286,0.9662444663059518,1.269770377294407,1.0,0.13354986240000005,7.081505573770503,0.6079900214325925,0.8028917386195271,0.8587870913066928,0.8961531414793006
DEVICE_type_Unknown,"CARD_type_debit, DEVICE_info_Unknown",0.76096,0.65056,0.6286,0.8260618166526493,1.269770377294407,1.0,0.13354986240000005,2.0089895920217593,0.8887886257086892,0.8028917386195271,0.5022373416112904,0.8961531414793006
CARD_type_debit,"DEVICE_info_Unknown, DEVICE_type_Unknown",0.7431,0.76092,0.6286,0.8459157583097834,1.1117013067205268,1.0,0.06316034800000003,1.5516187598253277,0.3911164057814069,0.7180553334399488,0.35551178814532103,0.8360104996669036
DEVICE_info_Unknown,"CARD_type_debit, DEVICE_type_Unknown",0.79936,0.6286,0.6286,0.7863791032826262,1.2510008006405124,1.0,0.12612230400000002,1.7385939564300776,0.9999999999999998,0.7863791032826261,0.4248225721126175,0.8931895516413131
"CARD_type_debit, DEVICE_type_Unknown",DIST2_q1,0.6286,1.0,0.6286,1.0,1.0,1.0,0.0,inf,0.0,0.6286,0.0,0.8143
"DEVICE_type_Unknown, DIST2_q1",CARD_type_debit,0.76096,0.7431,0.6286,0.8260618166526493,1.1116428699403167,1.0,0.06313062400000014,1.476961498942279,0.42014105845377564,0.7180225253009848,0.3229342804696354,0.8359887874812164
"CARD_type_debit, DIST2_q1",DEVICE_type_Unknown,0.7431,0.76096,0.6286,0.8459157583097834,1.1116428699403167,1.0,0.06313062400000014,1.551359161572053,0.39093234181701253,0.7180225253009848,0.35540394205900017,0.8359887874812164
DEVICE_type_Unknown,"CARD_type_debit, DIST2_q1",0.76096,0.7431,0.6286,0.8260618166526493,1.1116428699403167,1.0,0.06313062400000014,1.476961498942279,0.42014105845377564,0.7180225253009848,0.3229342804696354,0.8359887874812164
CARD_type_debit,"DEVICE_type_Unknown, DIST2_q1",0.7431,0.76096,0.6286,0.8459157583097834,1.1116428699403167,1.0,0.06313062400000014,1.551359161572053,0.39093234181701253,0.7180225253009848,0.35540394205900017,0.8359887874812164
DIST2_q1,"CARD_type_debit, DEVICE_type_Unknown",1.0,0.6286,0.6286,0.6286,1.0,1.0,0.0,1.0,0.0,0.6286,0.0,0.8143
"CARD_type_debit, DEVICE_type_Unknown",PROD_W,0.6286,0.74328,0.61922,0.9850779510022271,1.3253120640972809,1.0,0.15199419199999992,17.20407164179091,0.6609066451606381,0.8227087928148168,0.9418742248450727,0.909084557246889
"DEVICE_type_Unknown, PROD_W",CARD_type_debit,0.74328,0.7431,0.61922,0.8330911634915509,1.1211023596979557,1.0,0.06688863199999995,1.5391635660164429,0.42077277750960584,0.7140781401356151,0.35029647135675707,0.8331920627039238
"CARD_type_debit, PROD_W",DEVICE_type_Unknown,0.61922,0.76096,0.61922,1.0,1.314129520605551,1.0,0.14801834880000003,inf,0.6277640632386156,0.8137352817493693,1.0,0.9068676408746846
DEVICE_type_Unknown,"CARD_type_debit, PROD_W",0.76096,0.61922,0.61922,0.8137352817493693,1.314129520605551,1.0,0.14801834880000003,2.0442948271483004,1.0000000000000002,0.8137352817493693,0.5108337668716038,0.9068676408746846
CARD_type_debit,"DEVICE_type_Unknown, PROD_W",0.7431,0.74328,0.61922,0.8332929619162966,1.121102359697956,1.0,0.06688863199999995,1.539946980949306,0.420477958124819,0.7140781401356151,0.3506269940647266,0.8331920627039238
PROD_W,"CARD_type_debit, DEVICE_type_Unknown",0.74328,0.6286,0.61922,0.8330911634915509,1.3253120640972809,1.0,0.15199419199999992,2.2251667902627745,0.9561418199309013,0.8227087928148168,0.5505954859761736,0.909084557246889
"CARD_type_debit, PROD_W",DEVICE_info_Unknown,0.61922,0.79936,0.61922,1.0,1.2510008006405124,1.0,0.12424030080000004,inf,0.526918430589842,0.7746447157726182,1.0,0.8873223578863091
"CARD_type_debit, DEVICE_info_Unknown",PROD_W,0.65056,0.74328,0.61922,0.9518261190359075,1.2805754480625167,1.0,0.13567176319999996,5.3290288194001265,0.6270062608601414,0.7993855051509127,0.8123485471950277,0.8924586412637292
"DEVICE_info_Unknown, PROD_W",CARD_type_debit,0.74328,0.7431,0.61922,0.8330911634915509,1.1211023596979557,1.0,0.06688863199999995,1.5391635660164429,0.42077277750960584,0.7140781401356151,0.35029647135675707,0.8331920627039238
CARD_type_debit,"DEVICE_info_Unknown, PROD_W",0.7431,0.74328,0.61922,0.8332929619162966,1.121102359697956,1.0,0.06688863199999995,1.539946980949306,0.420477958124819,0.7140781401356151,0.3506269940647266,0.8331920627039238
PROD_W,"CARD_type_debit, DEVICE_info_Unknown",0.74328,0.65056,0.61922,0.8330911634915509,1.2805754480625167,1.0,0.13567176319999996,2.093597962276317,0.8534631808778741,0.7993855051509127,0.522353375376462,0.8924586412637292
DEVICE_info_Unknown,"CARD_type_debit, PROD_W",0.79936,0.61922,0.61922,0.7746447157726182,1.2510008006405124,1.0,0.12424030080000004,1.689687469745754,1.0000000000000002,0.7746447157726182,0.4081745778996223,0.8873223578863091
"CARD_type_debit, PROD_W",DIST2_q1,0.61922,1.0,0.61922,1.0,1.0,1.0,0.0,inf,0.0,0.6192200000000001,0.0,0.8096099999999999
"CARD_type_debit, DIST2_q1",PROD_W,0.7431,0.74328,0.61922,0.8332929619162966,1.121102359697956,1.0,0.06688863199999995,1.539946980949306,0.420477958124819,0.7140781401356151,0.3506269940647266,0.8331920627039238
"DIST2_q1, PROD_W",CARD_type_debit,0.74328,0.7431,0.61922,0.8330911634915509,1.1211023596979557,1.0,0.06688863199999995,1.5391635660164429,0.42077277750960584,0.7140781401356151,0.35029647135675707,0.8331920627039238
CARD_type_debit,"DIST2_q1, PROD_W",0.7431,0.74328,0.61922,0.8332929619162966,1.121102359697956,1.0,0.06688863199999995,1.539946980949306,0.420477958124819,0.7140781401356151,0.3506269940647266,0.8331920627039238
PROD_W,"CARD_type_debit, DIST2_q1",0.74328,0.7431,0.61922,0.8330911634915509,1.1211023596979557,1.0,0.06688863199999995,1.5391635660164429,0.42077277750960584,0.7140781401356151,0.35029647135675707,0.8331920627039238
DIST2_q1,"CARD_type_debit, PROD_W",1.0,0.61922,0.61922,0.61922,1.0,1.0,0.0,1.0,0.0,0.6192200000000001,0.0,0.8096099999999999
"CARD_type_debit, DIST1_veryclose",DIST2_q1,0.58588,1.0,0.58588,1.0,1.0,1.0,0.0,inf,0.0,0.58588,0.0,0.79294
"CARD_type_debit, DIST2_q1",DIST1_veryclose,0.7431,0.81402,0.58588,0.7884268604494684,0.968559569113128,1.0,-0.019018262000000008,0.8790340796336344,-0.11218172854620657,0.603228862073226,-0.1376123214890394,0.7540817381287168
